id,click,hour,C1,banner_pos,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21,id_int,site_id_int,site_domain_int,site_category_int,app_id_int,app_domain_int,app_category_int,device_id_int,device_ip_int,device_model_int
6080,0,14102100,1005,0,1,2,20596,320,50,2161,0,35,-1,157,-5.25433E+18,8.62995E+18,1.11604E+17,-2.41439E+18,-3.61641E+18,-6.32762E+18,-7.91435E+18,-3.51805E+18,-6.19949E+17,4.65607E+18
6081,0,14102100,1005,0,1,2,15708,320,50,1722,0,35,-1,79,-3.2217E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-8.18062E+18,-4.4024E+18
6082,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,5.16942E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,8.86468E+18,4.3601E+18
6083,0,14102100,1005,0,1,0,20508,320,50,2351,3,163,-1,61,8.64119E+18,8.62995E+18,1.11604E+17,-2.41439E+18,-2.4838E+18,-5.0028E+17,4.84492E+18,-3.51805E+18,-8.03627E+18,-5.11542E+18
6084,0,14102100,1005,1,1,0,17614,320,50,1993,2,1063,-1,33,-4.09022E+18,5.19199E+17,-8.24504E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,8.79121E+18,7.51056E+18
6085,1,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,7.46451E+18,8.62995E+18,1.11604E+17,-2.41439E+18,1.28097E+18,8.51175E+18,4.84492E+18,9.1602E+18,-3.59784E+18,7.56804E+18
6086,0,14102100,1005,0,1,0,19665,320,50,2253,2,303,100248,52,-8.29864E+18,-7.88947E+18,-4.69354E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,9.10384E+18,7.28837E+17
6087,1,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,-4.24122E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-8.73674E+18,-6.35162E+18
6088,1,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,-3.94947E+18,1.68335E+18,-6.80248E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,1.84164E+18,8.2036E+18
6089,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,6.2338E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-9.24187E+17,5.83072E+18
6090,1,14102100,1005,0,1,0,16685,320,50,1092,3,1835,100156,61,-1.01265E+18,8.62995E+18,1.11604E+17,-2.41439E+18,-2.4838E+18,-5.0028E+17,4.84492E+18,-3.51805E+18,2.77664E+18,-3.53548E+18
6091,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,-9.00944E+18,8.62995E+18,1.11604E+17,-2.41439E+18,-2.4838E+18,-5.0028E+17,4.84492E+18,-3.51805E+18,-5.88438E+18,1.64575E+18
6092,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,100161,157,4.08888E+18,8.62995E+18,1.11604E+17,-2.41439E+18,1.0192E+18,-6.32762E+18,4.84492E+18,-3.51805E+18,-6.35269E+18,7.51205E+18
6093,0,14102100,1005,1,1,0,16615,320,50,1863,3,39,-1,23,-2.49882E+17,2.36266E+18,8.03343E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,4.6687E+18,-6.44777E+18
6094,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,100084,79,-6.57626E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,2.21335E+18,1.97655E+18
6095,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,7.53784E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-9.16875E+18,-6.35162E+18
6096,0,14102100,1002,0,0,0,21665,320,50,2493,3,35,100233,117,-4.34071E+18,8.62995E+18,1.11604E+17,-2.41439E+18,-4.18386E+18,8.51175E+18,-3.69061E+18,-4.36039E+18,2.97625E+18,7.78523E+18
6097,1,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,3.43969E+17,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-1.51888E+18,9.1974E+18
6098,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,100084,79,8.25591E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-3.64107E+18,5.90502E+18
6099,1,14102100,1005,0,1,0,20366,320,50,2333,0,39,100188,157,-8.06184E+18,-5.21895E+18,3.85531E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-1.89851E+18,3.60427E+18
6100,1,14102100,1005,0,1,2,20596,320,50,2161,0,35,100148,157,-6.31355E+18,8.62995E+18,1.11604E+17,-2.41439E+18,-2.47353E+17,-6.32762E+18,-4.84056E+18,-3.51805E+18,8.26348E+18,1.93623E+18
6101,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,100084,79,-4.72866E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-2.97916E+18,8.89239E+18
6102,1,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,8.85305E+17,8.62995E+18,1.11604E+17,-2.41439E+18,2.06939E+18,-3.7608E+18,4.84492E+18,-3.51805E+18,3.90071E+18,-4.8718E+18
6103,0,14102100,1005,0,1,0,20508,320,50,2351,3,163,-1,61,-6.6784E+17,8.62995E+18,1.11604E+17,-2.41439E+18,6.85749E+18,8.51175E+18,4.84492E+18,-3.51805E+18,6.61629E+18,-1.73373E+18
6104,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,100084,79,-8.64308E+17,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-6.17482E+18,8.5977E+18
6105,0,14102100,1005,1,1,0,20363,216,36,2333,0,39,-1,157,6.02721E+18,-5.00298E+18,-2.20517E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,3.52626E+18,-1.58412E+18
6106,0,14102100,1005,0,1,0,4687,320,50,423,2,39,-1,32,-2.23251E+18,8.62995E+18,1.11604E+17,-2.41439E+18,7.25044E+18,3.04303E+18,4.84492E+18,-3.51805E+18,-4.16724E+18,6.58656E+18
6107,0,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,9.08249E+18,8.62995E+18,1.11604E+17,-2.41439E+18,-1.81208E+18,8.51175E+18,4.84492E+18,9.01108E+18,2.05679E+18,2.52057E+18
6108,0,14102100,1005,0,1,0,20508,320,50,2351,3,163,-1,61,7.22439E+17,8.62995E+18,1.11604E+17,-2.41439E+18,1.9491E+18,-9.04228E+17,4.84492E+18,-3.51805E+18,9.12269E+18,3.46592E+18
6109,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,-5.5227E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,2.34865E+18,3.20855E+18
6110,0,14102100,1005,0,1,0,17654,300,250,1994,2,39,-1,33,7.27166E+18,-6.0065E+18,-4.78816E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-3.80748E+18,8.428E+18
6111,0,14102100,1005,0,1,0,17914,320,50,2043,2,39,-1,32,5.10597E+18,5.19199E+17,-8.24504E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-8.86605E+17,-2.7221E+18
6112,0,14102100,1005,1,1,0,6616,320,50,576,2,35,100130,32,-4.0435E+18,3.96326E+18,-8.34246E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-3.7122E+18,-7.64013E+18
6113,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-5.69253E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-5.80368E+17,1.97655E+18
6114,0,14102100,1005,1,1,0,15699,320,50,1722,0,35,-1,79,8.70132E+17,3.90456E+18,-8.2006E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,5.43232E+18,-3.20322E+18
6115,0,14102100,1005,1,1,0,20966,320,50,2372,0,813,-1,46,-6.32472E+18,-5.00298E+18,-2.20517E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-6.32188E+18,5.61604E+18
6116,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-7.86368E+17,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-1.58701E+18,2.82282E+17
6117,0,14102100,1005,0,1,0,17654,300,250,1994,2,39,100084,33,-7.17103E+18,9.40537E+17,-4.78816E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-3.92312E+17,2.82282E+17
6118,1,14102100,1005,0,1,0,15707,320,50,1722,0,35,100084,79,5.128E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-7.03983E+18,8.5977E+18
6119,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,-2.69349E+18,8.62995E+18,1.11604E+17,-2.41439E+18,9.06716E+18,-2.85536E+18,4.84492E+18,1.13689E+18,3.33864E+18,9.67406E+17
6120,1,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-4.75115E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-3.45945E+18,3.55326E+18
6121,1,14102100,1005,0,1,0,20596,320,50,2161,0,35,100161,157,2.17428E+18,8.62995E+18,1.11604E+17,-2.41439E+18,-2.47353E+17,-6.32762E+18,-4.84056E+18,-3.51805E+18,-1.21077E+18,7.51205E+18
6122,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,5.97156E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-1.05185E+18,-6.35162E+18
6123,1,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-7.06361E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-6.50065E+17,6.14007E+18
6124,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,3.15063E+18,1.68335E+18,-6.80248E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,4.94192E+18,-3.20322E+18
6125,0,14102100,1005,1,1,0,16208,320,50,1800,3,167,100075,23,4.63852E+18,5.80517E+18,-5.1604E+17,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-3.80643E+18,3.54659E+18
6126,0,14102100,1005,0,1,0,15703,320,50,1722,0,35,-1,79,-3.0063E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-2.61831E+18,-6.35162E+18
6127,0,14102100,1005,0,1,0,12000,320,50,1248,2,39,100034,13,-4.66414E+17,8.62995E+18,1.11604E+17,-2.41439E+18,6.08505E+18,-6.32762E+18,4.84492E+18,-3.51805E+18,-4.43145E+18,1.99519E+18
6128,0,14102100,1005,1,1,2,18993,320,50,2161,0,35,-1,157,4.7759E+18,-1.86703E+18,-2.37698E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-2.16026E+17,-3.32454E+18
6129,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,-1.37025E+18,1.68335E+18,-6.80248E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-8.77167E+18,2.73778E+18
6130,1,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,-5.87482E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,3.3169E+18,-2.19756E+18
6131,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,100081,157,-6.97364E+18,-3.15129E+18,-6.10087E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-7.31172E+18,-2.61613E+18
6132,1,14102100,1005,0,1,0,20984,320,50,2371,0,551,100217,46,2.2808E+18,8.62995E+18,1.11604E+17,-2.41439E+18,-2.82822E+18,-9.04228E+17,4.84492E+18,-3.51805E+18,-5.27484E+18,-7.26039E+18
6133,1,14102100,1005,0,1,0,16615,320,50,1863,3,39,-1,23,-4.49615E+18,5.60318E+18,1.86458E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,8.76987E+18,-1.01943E+18
6134,0,14102100,1005,1,1,0,19771,320,50,2227,0,687,-1,48,-3.54915E+18,3.16066E+18,-5.29854E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-6.1896E+17,3.12315E+18
6135,1,14102100,1010,1,4,0,21665,320,50,2493,3,35,-1,117,5.49432E+18,8.62995E+18,1.11604E+17,-2.41439E+18,7.74474E+18,8.51175E+18,4.84492E+18,-7.04837E+18,-7.03349E+18,2.52057E+18
6136,0,14102100,1002,0,0,0,20170,300,50,2312,0,167,100075,16,6.68128E+18,4.89406E+18,1.71897E+18,-2.41439E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.28786E+18,-8.6077E+18,4.45767E+18
6137,0,14102100,1005,1,1,0,19772,320,50,2227,0,687,100081,48,-7.6149E+18,8.43893E+18,-8.45901E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,8.10528E+18,8.71853E+18
6138,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,100084,79,-2.96429E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,1.53026E+17,8.03914E+18
6139,0,14102100,1005,1,1,0,17914,320,50,2043,2,39,100084,32,-6.76947E+18,4.08936E+18,-5.41218E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-4.21944E+18,-2.66299E+18
6140,0,14102100,1005,1,1,2,18993,320,50,2161,0,35,100034,157,5.23745E+18,-1.86703E+18,-2.37698E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-6.59204E+18,-3.32454E+18
6141,0,14102100,1005,0,1,0,20980,320,50,2371,0,551,100217,46,3.29474E+18,8.62995E+18,1.11604E+17,-2.41439E+18,-2.82822E+18,-9.04228E+17,4.84492E+18,-3.51805E+18,4.38899E+18,-9.18346E+18
6142,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,8.22518E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,8.09615E+18,-6.35162E+18
6143,0,14102100,1005,0,1,2,15705,320,50,1722,0,35,-1,79,5.62516E+18,8.62995E+18,1.11604E+17,-2.41439E+18,2.21235E+18,-6.32762E+18,7.89794E+18,5.22056E+18,-4.06854E+18,-4.17348E+18
6144,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,100083,79,8.97798E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,5.03896E+18,-6.35162E+18
6145,1,14102100,1005,0,1,2,15705,320,50,1722,0,35,-1,79,-4.43622E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,6.50867E+18,-7.21547E+18
6146,0,14102100,1005,0,1,0,20366,320,50,2333,0,39,-1,157,6.14533E+18,1.68335E+18,-6.80248E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-2.30945E+18,-3.11402E+18
6147,1,14102100,1005,0,1,2,15704,320,50,1722,0,35,100083,79,-3.24898E+18,8.62995E+18,1.11604E+17,-2.41439E+18,-4.29701E+17,-6.32762E+18,7.89794E+18,5.95534E+18,9.08499E+18,-4.4024E+18
6148,1,14102100,1005,1,1,2,20596,320,50,2161,0,35,-1,157,2.77266E+18,-1.86703E+18,-2.37698E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,8.12249E+18,-3.32454E+18
6149,0,14102100,1005,0,1,0,20362,320,50,2333,0,39,-1,157,4.80841E+18,8.38734E+18,2.77951E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,4.19686E+17,-3.04505E+18
6150,1,14102100,1005,0,1,0,20632,320,50,2374,3,39,-1,23,-5.77139E+18,8.62995E+18,1.11604E+17,-2.41439E+18,-5.28361E+18,-6.32762E+18,-4.84056E+18,-3.51805E+18,2.56282E+18,2.30033E+18
6151,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,7.32339E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,6.21736E+18,8.5977E+18
6152,0,14102100,1002,0,0,0,20077,300,50,2292,0,559,100106,70,-4.82881E+18,-1.3791E+18,8.36993E+18,-2.41439E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,5.61327E+18,8.5687E+18,-2.92802E+18
6153,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,-4.63317E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,7.15189E+18,-6.35162E+18
6154,0,14102100,1005,1,1,0,20352,320,50,2333,0,39,-1,157,-5.03448E+18,-5.00298E+18,-2.20517E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-1.8827E+17,8.84631E+17
6155,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-8.69395E+17,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,5.04607E+18,2.82282E+17
6156,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,-1,79,4.2701E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,5.82631E+18,4.73945E+18
6157,1,14102100,1005,1,1,0,15701,320,50,1722,0,35,-1,79,8.42345E+18,5.19199E+17,-8.24504E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-8.3405E+18,-6.35162E+18
6158,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,100084,79,-1.56289E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-2.34221E+18,8.428E+18
6159,1,14102100,1005,0,1,0,15705,320,50,1722,0,35,100084,79,-2.2721E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-4.39758E+18,-3.04505E+18
6160,1,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-8.38881E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,5.63803E+18,8.5614E+18
6161,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,-1,79,-4.28915E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-3.98789E+17,-1.48904E+18
6162,1,14102100,1005,0,1,2,15703,320,50,1722,0,35,-1,79,-1.1729E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,6.30177E+18,-3.44944E+17
6163,0,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,2.15015E+18,1.68335E+18,-6.80248E+18,-5.33137E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,2.12871E+18,-3.20322E+18
6164,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,-5.88458E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,1.78672E+18,-1.48904E+18
6165,0,14102100,1005,0,1,0,15704,320,50,1722,0,35,100084,79,5.12214E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,5.70224E+18,-7.56786E+18
6166,0,14102100,1005,1,1,0,15708,320,50,1722,0,35,100084,79,5.17371E+18,-6.41976E+17,-8.2006E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,2.38555E+18,-3.20322E+18
6167,0,14102100,1005,0,1,0,15707,320,50,1722,0,35,-1,79,-8.41219E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,4.23343E+18,7.56804E+18
6168,0,14102100,1002,0,0,0,19665,320,50,2253,2,303,-1,52,7.37322E+18,-8.70109E+18,2.18398E+17,-2.41439E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-5.25219E+17,2.08866E+18,-8.00907E+18
6169,0,14102100,1005,0,1,0,15708,320,50,1722,0,35,-1,79,1.41745E+17,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-6.91305E+18,7.56804E+18
6170,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,-1,157,-5.71636E+18,-7.57618E+18,-4.03517E+18,3.50787E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,8.09504E+18,1.97655E+18
6171,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,4.9435E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,2.36652E+16,3.55326E+18
6172,0,14102100,1005,0,1,0,15701,320,50,1722,0,35,100084,79,-7.5354E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-6.94046E+18,-4.17348E+18
6173,0,14102100,1005,0,1,0,15705,320,50,1722,0,35,-1,79,1.81503E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,7.9832E+18,7.10324E+18
6174,0,14102100,1005,0,1,0,21611,320,50,2480,3,297,100111,61,-6.11092E+18,8.62995E+18,1.11604E+17,-2.41439E+18,1.0192E+18,-6.32762E+18,4.84492E+18,-3.51805E+18,8.48867E+18,-1.93873E+18
6175,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,100106,157,-3.54284E+18,4.00734E+18,-7.82417E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-5.37525E+18,2.69455E+18
6176,1,14102100,1005,0,1,0,15702,320,50,1722,0,35,100084,79,-1.06108E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-8.64384E+18,4.91942E+18
6177,0,14102100,1005,0,1,0,15702,320,50,1722,0,35,-1,79,-2.11522E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,6.74679E+18,6.7513E+18
6178,0,14102100,1005,1,1,0,20359,216,36,2333,0,39,-1,157,1.99252E+18,-6.88636E+18,4.24086E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,6.74893E+18,7.51056E+18
6179,0,14102100,1005,1,1,0,20366,320,50,2333,0,39,-1,157,-8.81788E+18,-5.00298E+18,-2.20517E+18,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,4.6674E+18,-6.35162E+18
6180,1,14102100,1005,0,1,3,18993,320,50,2161,0,35,-1,157,2.1822E+18,8.62995E+18,1.11604E+17,-2.41439E+18,3.51871E+18,-6.32762E+18,7.59867E+18,-3.51805E+18,-4.94685E+18,7.24272E+18
6181,0,14102100,1005,0,1,0,4687,320,50,423,2,39,100148,32,-8.43831E+18,8.62995E+18,1.11604E+17,-2.41439E+18,7.25044E+18,3.04303E+18,4.84492E+18,-8.14238E+18,-2.08577E+18,4.3601E+18
6182,1,14102100,1005,0,1,0,15701,320,50,1722,0,35,-1,79,-4.13653E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,2.48979E+17,-1.48904E+18
6183,1,14102100,1005,0,1,2,15699,320,50,1722,0,35,-1,79,6.24361E+17,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,5.04607E+18,-7.21547E+18
6184,0,14102100,1005,0,1,2,15707,320,50,1722,0,35,-1,79,3.42041E+18,8.62995E+18,1.11604E+17,-2.41439E+18,-3.65387E+18,-6.32762E+18,7.59867E+18,3.40824E+18,-3.94525E+18,6.14007E+18
6185,1,14102100,1005,0,1,0,20352,320,50,2333,0,39,-1,157,-3.81583E+18,-2.21554E+18,4.50096E+17,-6.82751E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,8.19732E+17,3.61784E+18
6186,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,100083,79,5.60977E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,6.70115E+18,8.5977E+18
6187,0,14102100,1005,0,1,0,20596,320,50,2161,0,35,100168,157,-3.11633E+18,8.62995E+18,1.11604E+17,-2.41439E+18,1.0192E+18,-6.32762E+18,4.84492E+18,-3.51805E+18,8.81212E+16,1.19174E+18
6188,0,14102100,1005,1,1,0,15707,320,50,1722,0,35,100084,79,6.95165E+17,-6.41976E+17,-8.2006E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,3.89557E+18,5.46442E+18
6189,0,14102100,1005,0,1,0,15699,320,50,1722,0,35,100084,79,4.6256E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,-1.83713E+18,7.56804E+18
6190,0,14102100,1002,0,0,0,18854,320,50,1882,3,35,-1,13,-5.36321E+17,3.58365E+18,1.11604E+17,-2.41439E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,5.87998E+18,7.56875E+18,3.04776E+18
6191,0,14102100,1005,0,1,0,15706,320,50,1722,0,35,-1,79,3.07714E+18,1.58678E+18,-6.46136E+18,-6.61938E+18,-3.45965E+18,8.51175E+18,-3.69061E+18,-3.51805E+18,5.63803E+18,3.55326E+18
